Timestamp,Domain,Mode,Server_IP,Step,Response,RTT(s),Total_Time(s),Cache_Status
2025-10-28 08:08:39,google.com,Rec,198.41.0.4,.,Referral,0.1820,0.1955,MISS
2025-10-28 08:08:39,google.com,Rec,192.33.14.30,com,Referral,0.2659,0.4780,MISS
2025-10-28 08:08:42,google.com,Rec,216.239.38.10,google.com,No Response,3.0065,3.4933,MISS
2025-10-28 08:08:43,google.com,Rec,216.239.34.10,google.com,Answer,0.0267,3.5304,MISS
2025-10-28 08:32:18,yahoo.com,Rec,198.41.0.4,.,Referral,0.1550,0.1755,MISS
2025-10-28 08:32:18,yahoo.com,Rec,192.48.79.30,com,Referral,0.2263,0.4266,MISS
2025-10-28 08:32:18,yahoo.com,Rec,202.165.97.53,yahoo.com,Answer,0.0932,0.5325,MISS
2025-10-28 08:42:48,wpad,Rec,198.41.0.4,.,Empty Response,0.2626,0.2697,MISS
2025-10-28 08:42:48,wpad,Rec,199.9.14.201,.,Empty Response,0.2888,0.5735,MISS
2025-10-28 08:42:48,wpad,Rec,192.33.4.12,.,Empty Response,0.0849,0.6685,MISS
2025-10-28 08:42:48,wpad,Rec,-,.,Failed,0.0000,0.6779,MISS
2025-10-28 08:43:14,wpad,Rec,198.41.0.4,.,Empty Response,0.1661,0.1694,MISS
2025-10-28 08:43:14,wpad,Rec,199.9.14.201,.,Empty Response,0.3350,0.5221,MISS
2025-10-28 08:43:14,wpad,Rec,192.33.4.12,.,Empty Response,0.0864,0.6192,MISS
2025-10-28 08:43:14,wpad,Rec,-,.,Failed,0.0000,0.6257,MISS
2025-10-28 08:43:14,tuhafhaberler.com,Rec,198.41.0.4,.,Referral,0.2125,0.2439,MISS
2025-10-28 08:43:15,tuhafhaberler.com,Rec,192.41.162.30,com,Empty Response,0.1690,0.4192,MISS
2025-10-28 08:43:15,tuhafhaberler.com,Rec,-,com,Failed,0.0000,0.4243,MISS
2025-10-28 08:43:15,rtsab.com,Rec,192.41.162.30,rtsab.com,Referral,0.1443,0.1505,HIT
2025-10-28 08:43:15,rtsab.com,Rec,193.14.90.50,rtsab.com,Empty Response,0.1948,0.3558,HIT
2025-10-28 08:43:15,rtsab.com,Rec,-,rtsab.com,Failed,0.0000,0.3688,HIT
2025-10-28 08:43:15,i-butterfly.ru,Rec,198.41.0.4,.,Referral,0.1493,0.1645,MISS
2025-10-28 08:43:16,i-butterfly.ru,Rec,193.232.128.6,ru,Referral(NoGlue),0.2353,0.4135,MISS
2025-10-28 08:43:16,i-butterfly.ru,Rec,-,ru,Failed,0.0000,0.4206,MISS
2025-10-28 08:43:16,datepanchang.com,Rec,192.41.162.30,datepanchang.com,Referral,0.1738,0.1906,HIT
2025-10-28 08:43:19,datepanchang.com,Rec,108.162.194.214,datepanchang.com,No Response,3.0079,3.2059,HIT
2025-10-28 08:43:19,datepanchang.com,Rec,-,datepanchang.com,Failed,0.0000,3.2144,HIT
2025-10-28 08:43:19,localhost.re,Rec,198.41.0.4,.,Referral,0.2127,0.2277,MISS
2025-10-28 08:43:19,localhost.re,Rec,194.0.9.1,re,Referral(NoGlue),0.2848,0.5256,MISS
2025-10-28 08:43:19,localhost.re,Rec,-,re,Failed,0.0000,0.5319,MISS
2025-10-28 08:43:20,daehepharma.com,Rec,192.41.162.30,daehepharma.com,Referral,0.1935,0.2058,HIT
2025-10-28 08:43:20,daehepharma.com,Rec,220.73.163.40,daehepharma.com,Empty Response,0.2006,0.4197,HIT
2025-10-28 08:43:20,daehepharma.com,Rec,-,daehepharma.com,Failed,0.0000,0.4269,HIT
2025-10-28 08:43:20,ex-jw.org,Rec,198.41.0.4,.,Referral,0.1559,0.1786,MISS
2025-10-28 08:43:20,ex-jw.org,Rec,199.249.112.1,org,Referral(NoGlue),0.0845,0.2754,MISS
2025-10-28 08:43:20,ex-jw.org,Rec,-,org,Failed,0.0000,0.2846,MISS
2025-10-28 08:43:21,us.tf,Rec,198.41.0.4,.,Referral,0.1695,0.1825,MISS
2025-10-28 08:43:21,us.tf,Rec,194.146.106.46,tf,Referral(NoGlue),0.1922,0.3866,MISS
2025-10-28 08:43:21,us.tf,Rec,-,tf,Failed,0.0000,0.3959,MISS
2025-10-28 08:43:21,informarexresistere.fr,Rec,198.41.0.4,.,Referral,0.1502,0.1617,MISS
2025-10-28 08:43:21,informarexresistere.fr,Rec,194.146.106.46,fr,Referral(NoGlue),0.1817,0.3531,MISS
2025-10-28 08:43:21,informarexresistere.fr,Rec,-,fr,Failed,0.0000,0.3635,MISS
2025-10-28 08:43:21,running-sigi.de,Rec,198.41.0.4,.,Referral,0.1632,0.1787,MISS
2025-10-28 08:43:22,running-sigi.de,Rec,194.0.0.53,de,Empty Response,0.2823,0.4730,MISS
2025-10-28 08:43:22,running-sigi.de,Rec,-,de,Failed,0.0000,0.4793,MISS
2025-10-28 08:43:22,buynowfromusa.com,Rec,192.41.162.30,buynowfromusa.com,Referral,0.1842,0.1994,HIT
2025-10-28 08:43:22,buynowfromusa.com,Rec,2001:4860:4802:32::6c,buynowfromusa.com,No Response,0.0040,0.2119,HIT
2025-10-28 08:43:22,buynowfromusa.com,Rec,-,buynowfromusa.com,Failed,0.0000,0.2184,HIT
2025-10-28 08:43:22,pbprofile.com,Rec,192.41.162.30,pbprofile.com,Empty Response,0.1477,0.1506,HIT
2025-10-28 08:43:22,pbprofile.com,Rec,-,pbprofile.com,Failed,0.0000,0.1582,HIT
2025-10-28 08:43:22,fini.net,Rec,198.41.0.4,.,Referral,0.1430,0.1590,MISS
2025-10-28 08:43:23,fini.net,Rec,192.55.83.30,net,Referral,0.1681,0.3453,MISS
2025-10-28 08:43:23,fini.net,Rec,198.57.196.96,fini.net,Answer,0.3516,0.7215,MISS
2025-10-28 08:43:23,gmxwnlajnl,Rec,198.41.0.4,.,Empty Response,0.1469,0.1491,MISS
2025-10-28 08:43:24,gmxwnlajnl,Rec,199.9.14.201,.,Empty Response,0.2800,0.4362,MISS
2025-10-28 08:43:24,gmxwnlajnl,Rec,192.33.4.12,.,Empty Response,0.1090,0.5531,MISS
2025-10-28 08:43:24,gmxwnlajnl,Rec,-,.,Failed,0.0000,0.5610,MISS
2025-10-28 08:43:24,djoncbjcmv,Rec,198.41.0.4,.,Empty Response,0.2046,0.2079,MISS
2025-10-28 08:43:24,djoncbjcmv,Rec,199.9.14.201,.,Empty Response,0.3015,0.5211,MISS
2025-10-28 08:43:24,djoncbjcmv,Rec,192.33.4.12,.,Empty Response,0.0782,0.6143,MISS
2025-10-28 08:43:24,djoncbjcmv,Rec,-,.,Failed,0.0000,0.6210,MISS
2025-10-28 08:43:25,mptrmkwart,Rec,198.41.0.4,.,Empty Response,0.2159,0.2202,MISS
2025-10-28 08:43:25,mptrmkwart,Rec,199.9.14.201,.,Empty Response,0.2978,0.5263,MISS
2025-10-28 08:43:25,mptrmkwart,Rec,192.33.4.12,.,Empty Response,0.0814,0.6205,MISS
2025-10-28 08:43:25,mptrmkwart,Rec,-,.,Failed,0.0000,0.6360,MISS
2025-10-28 08:43:25,globalpoliticalspectrum.com,Rec,192.41.162.30,globalpoliticalspectrum.com,Empty Response,0.1733,0.1815,HIT
2025-10-28 08:43:25,globalpoliticalspectrum.com,Rec,-,globalpoliticalspectrum.com,Failed,0.0000,0.1934,HIT
2025-10-28 08:43:26,41latitude.com,Rec,192.41.162.30,41latitude.com,Referral,0.1693,0.1836,HIT
2025-10-28 08:43:26,41latitude.com,Rec,156.154.132.200,41latitude.com,Empty Response,0.0601,0.2562,HIT
2025-10-28 08:43:26,41latitude.com,Rec,-,41latitude.com,Failed,0.0000,0.2650,HIT
2025-10-28 08:43:26,zzxu.cn,Rec,198.41.0.4,.,Referral,0.2579,0.2826,MISS
2025-10-28 08:43:27,zzxu.cn,Rec,203.119.29.1,cn,Referral(NoGlue),0.2814,0.5767,MISS
2025-10-28 08:43:27,zzxu.cn,Rec,-,cn,Failed,0.0000,0.5878,MISS
2025-10-28 08:43:27,energybulbs.co.uk,Rec,198.41.0.4,.,Referral,0.2450,0.2838,MISS
2025-10-28 08:43:27,energybulbs.co.uk,Rec,213.248.216.1,uk,Referral(NoGlue),0.2881,0.5927,MISS
2025-10-28 08:43:27,energybulbs.co.uk,Rec,-,uk,Failed,0.0000,0.6054,MISS
2025-10-28 08:43:28,o-ov.com,Rec,192.41.162.30,o-ov.com,Referral,0.1523,0.1706,HIT
2025-10-28 08:43:28,o-ov.com,Rec,2603:5:2180::5,o-ov.com,No Response,0.0034,0.1873,HIT
2025-10-28 08:43:28,o-ov.com,Rec,-,o-ov.com,Failed,0.0000,0.1987,HIT
2025-10-28 08:43:28,lozo.com,Rec,192.41.162.30,lozo.com,Referral,0.2218,0.2372,HIT
2025-10-28 08:43:28,lozo.com,Rec,205.251.192.7,lozo.com,Answer,0.0494,0.3097,HIT
2025-10-28 08:43:28,tottenhamhk.com,Rec,192.41.162.30,tottenhamhk.com,Empty Response,0.1555,0.1652,HIT
2025-10-28 08:43:28,tottenhamhk.com,Rec,-,tottenhamhk.com,Failed,0.0000,0.1779,HIT
2025-10-28 08:43:29,newstetic.com,Rec,192.41.162.30,newstetic.com,Referral,0.3874,0.4207,HIT
2025-10-28 08:43:29,newstetic.com,Rec,108.162.193.110,newstetic.com,Answer,0.0504,0.4889,HIT
2025-10-28 08:43:30,triggerfish.se,Rec,198.41.0.4,.,Referral,0.1967,0.2329,MISS
2025-10-28 08:43:30,triggerfish.se,Rec,192.71.53.53,se,Referral,0.2141,0.4699,MISS
2025-10-28 08:43:30,triggerfish.se,Rec,84.246.134.190,triggerfish.se,Answer,0.2818,0.7717,MISS
2025-10-28 08:43:30,reprosystems.ru,Rec,193.232.128.6,reprosystems.ru,Referral(NoGlue),0.2589,0.2727,HIT
2025-10-28 08:43:30,reprosystems.ru,Rec,-,reprosystems.ru,Failed,0.0000,0.2836,HIT
2025-10-28 08:43:31,interfloracentral.co.uk,Rec,213.248.216.1,interfloracentral.co.uk,Referral(NoGlue),0.2320,0.2487,HIT
2025-10-28 08:43:31,interfloracentral.co.uk,Rec,-,interfloracentral.co.uk,Failed,0.0000,0.2575,HIT
2025-10-28 08:43:31,afairjudgement.com,Rec,192.41.162.30,afairjudgement.com,Referral,0.1620,0.1946,HIT
2025-10-28 08:43:31,afairjudgement.com,Rec,108.162.192.116,afairjudgement.com,Answer,0.0563,0.2667,HIT
2025-10-28 08:43:32,owlcreek.com,Rec,192.41.162.30,owlcreek.com,Referral,0.1482,0.1677,HIT
2025-10-28 08:43:32,owlcreek.com,Rec,162.159.26.131,owlcreek.com,Answer,0.0432,0.2310,HIT
2025-10-28 08:43:32,radioterminal.ru,Rec,193.232.128.6,radioterminal.ru,Referral(NoGlue),0.2166,0.2290,HIT
2025-10-28 08:43:32,radioterminal.ru,Rec,-,radioterminal.ru,Failed,0.0000,0.2421,HIT
2025-10-28 08:43:32,junio.com,Rec,192.41.162.30,junio.com,Referral,0.1555,0.1679,HIT
2025-10-28 08:43:33,junio.com,Rec,209.196.146.153,junio.com,Answer,0.3398,0.5250,HIT
2025-10-28 08:43:33,ditrblog.com,Rec,192.41.162.30,ditrblog.com,Empty Response,0.2706,0.2789,HIT
2025-10-28 08:43:33,ditrblog.com,Rec,-,ditrblog.com,Failed,0.0000,0.2887,HIT
2025-10-28 08:43:33,isilon,Rec,198.41.0.4,.,Empty Response,0.1537,0.1578,MISS
2025-10-28 08:43:34,isilon,Rec,199.9.14.201,.,Empty Response,0.3186,0.4898,MISS
2025-10-28 08:43:34,isilon,Rec,192.33.4.12,.,Empty Response,0.1138,0.6170,MISS
2025-10-28 08:43:34,isilon,Rec,-,.,Failed,0.0000,0.6275,MISS
2025-10-28 08:43:34,alchemedialtd.com,Rec,192.41.162.30,alchemedialtd.com,Referral,0.1559,0.1702,HIT
2025-10-28 08:43:34,alchemedialtd.com,Rec,13.248.158.180,alchemedialtd.com,Answer,0.0243,0.2082,HIT
2025-10-28 08:43:35,portclydegeneralstore.com,Rec,192.41.162.30,portclydegeneralstore.com,Referral,0.2202,0.2340,HIT
2025-10-28 08:43:35,portclydegeneralstore.com,Rec,2603:5:21c4::31,portclydegeneralstore.com,No Response,0.0023,0.2455,HIT
2025-10-28 08:43:35,portclydegeneralstore.com,Rec,-,portclydegeneralstore.com,Failed,0.0000,0.2538,HIT
2025-10-28 08:43:35,alenpuaca.com,Rec,192.41.162.30,alenpuaca.com,Referral,0.2375,0.2490,HIT
2025-10-28 08:43:35,alenpuaca.com,Rec,162.159.26.14,alenpuaca.com,Answer,0.3832,0.6554,HIT
2025-10-28 08:43:36,dj-producer-j-mbargo.com,Rec,192.41.162.30,dj-producer-j-mbargo.com,Empty Response,0.2733,0.2837,HIT
2025-10-28 08:43:36,dj-producer-j-mbargo.com,Rec,-,dj-producer-j-mbargo.com,Failed,0.0000,0.2981,HIT
2025-10-28 08:43:36,iag-inc.com,Rec,192.41.162.30,iag-inc.com,Referral(NoGlue),0.1684,0.1788,HIT
2025-10-28 08:43:36,iag-inc.com,Rec,-,iag-inc.com,Failed,0.0000,0.1930,HIT
2025-10-28 08:43:37,advertos.ru,Rec,193.232.128.6,advertos.ru,Referral(NoGlue),0.2164,0.2276,HIT
2025-10-28 08:43:37,advertos.ru,Rec,-,advertos.ru,Failed,0.0000,0.2411,HIT
2025-10-28 08:43:37,kh.ua,Rec,198.41.0.4,.,Referral,0.1598,0.2060,MISS
2025-10-28 08:43:37,kh.ua,Rec,185.136.97.185,ua,Referral(NoGlue),0.0852,0.3229,MISS
2025-10-28 08:43:37,kh.ua,Rec,-,ua,Failed,0.0000,0.3317,MISS
2025-10-28 08:43:37,kennethehartman.com,Rec,192.41.162.30,kennethehartman.com,Referral,0.1683,0.1878,HIT
2025-10-28 08:43:37,kennethehartman.com,Rec,198.181.116.9,kennethehartman.com,Answer,0.0408,0.2448,HIT
2025-10-28 08:43:38,hemcolubricants.com,Rec,192.41.162.30,hemcolubricants.com,Referral(NoGlue),0.2018,0.2156,HIT
2025-10-28 08:43:38,hemcolubricants.com,Rec,-,hemcolubricants.com,Failed,0.0000,0.2290,HIT
2025-10-28 08:43:38,forpsi.net,Rec,192.55.83.30,forpsi.net,Referral,0.1474,0.1589,HIT
2025-10-28 08:43:38,forpsi.net,Rec,81.2.194.130,forpsi.net,Answer,0.1874,0.3626,HIT
2025-10-28 08:43:39,memeblender.com,Rec,192.41.162.30,memeblender.com,Referral,0.1568,0.1760,HIT
2025-10-28 08:43:39,memeblender.com,Rec,108.162.192.225,memeblender.com,Answer,0.0438,0.2358,HIT
2025-10-28 08:43:39,somode.com,Rec,192.41.162.30,somode.com,Empty Response,0.2017,0.2091,HIT
2025-10-28 08:43:39,somode.com,Rec,-,somode.com,Failed,0.0000,0.2183,HIT
2025-10-28 08:43:39,gamemob.com,Rec,192.41.162.30,gamemob.com,Referral,0.2706,0.2827,HIT
2025-10-28 08:43:39,gamemob.com,Rec,2603:5:2140::1,gamemob.com,No Response,0.0025,0.2954,HIT
2025-10-28 08:43:39,gamemob.com,Rec,-,gamemob.com,Failed,0.0000,0.3052,HIT
2025-10-28 08:43:40,monsterhomesecuritystore.com,Rec,192.41.162.30,monsterhomesecuritystore.com,Empty Response,0.1544,0.1584,HIT
2025-10-28 08:43:40,monsterhomesecuritystore.com,Rec,-,monsterhomesecuritystore.com,Failed,0.0000,0.1688,HIT
2025-10-28 08:43:40,door2games.com,Rec,192.41.162.30,door2games.com,Referral,0.1710,0.1889,HIT
2025-10-28 08:43:40,door2games.com,Rec,2603:5:2162::17,door2games.com,No Response,0.0024,0.2015,HIT
2025-10-28 08:43:40,door2games.com,Rec,-,door2games.com,Failed,0.0000,0.2107,HIT
2025-10-28 08:43:40,ondemandappliancerepair.com,Rec,192.41.162.30,ondemandappliancerepair.com,Referral(NoGlue),0.1714,0.1843,HIT
2025-10-28 08:43:40,ondemandappliancerepair.com,Rec,-,ondemandappliancerepair.com,Failed,0.0000,0.1950,HIT
2025-10-28 08:43:41,gensee.com,Rec,192.41.162.30,gensee.com,Referral,0.1569,0.1914,HIT
2025-10-28 08:43:41,gensee.com,Rec,1.12.0.17,gensee.com,Answer,0.0837,0.2899,HIT
2025-10-28 08:43:41,caricsports.com,Rec,192.41.162.30,caricsports.com,Referral,0.1631,0.1937,HIT
2025-10-28 08:43:44,caricsports.com,Rec,108.162.192.247,caricsports.com,No Response,3.0073,3.2107,HIT
2025-10-28 08:43:44,caricsports.com,Rec,-,caricsports.com,Failed,0.0000,3.2225,HIT
2025-10-28 08:43:44,auqzzx.com,Rec,192.41.162.30,auqzzx.com,Empty Response,0.1926,0.1988,HIT
2025-10-28 08:43:44,auqzzx.com,Rec,-,auqzzx.com,Failed,0.0000,0.2128,HIT
2025-10-28 08:43:45,toaskfuture.com,Rec,192.41.162.30,toaskfuture.com,Referral,0.1645,0.1779,HIT
2025-10-28 08:43:45,toaskfuture.com,Rec,156.154.132.200,toaskfuture.com,Answer,0.0553,0.2504,HIT
2025-10-28 08:43:45,cetsi.fr,Rec,194.146.106.46,cetsi.fr,Referral,0.1807,0.1952,HIT
2025-10-28 08:43:46,cetsi.fr,Rec,91.151.64.234,cetsi.fr,Answer,0.2816,0.4940,HIT
2025-10-28 08:43:46,probigbets.com,Rec,192.41.162.30,probigbets.com,Empty Response,0.1769,0.1820,HIT
2025-10-28 08:43:46,probigbets.com,Rec,-,probigbets.com,Failed,0.0000,0.1907,HIT
2025-10-28 08:43:46,bikesandtransit.com,Rec,192.41.162.30,bikesandtransit.com,Referral,0.2637,0.2802,HIT
2025-10-28 08:43:46,bikesandtransit.com,Rec,198.181.116.9,bikesandtransit.com,Answer,0.0403,0.3381,HIT
2025-10-28 08:43:47,aqvr.com,Rec,192.41.162.30,aqvr.com,Referral,0.2023,0.2180,HIT
2025-10-28 08:43:47,aqvr.com,Rec,89.117.23.47,aqvr.com,Answer,0.3238,0.5569,HIT
2025-10-28 08:43:47,niceinternetmoney.ru,Rec,193.232.128.6,niceinternetmoney.ru,Empty Response,0.3182,0.3247,HIT
2025-10-28 08:43:47,niceinternetmoney.ru,Rec,-,niceinternetmoney.ru,Failed,0.0000,0.3353,HIT
2025-10-28 08:43:48,isatap,Rec,198.41.0.4,.,Empty Response,0.1509,0.1571,MISS
2025-10-28 08:43:48,isatap,Rec,199.9.14.201,.,Empty Response,0.3101,0.4849,MISS
2025-10-28 08:43:48,isatap,Rec,192.33.4.12,.,Empty Response,0.1077,0.6042,MISS
2025-10-28 08:43:48,isatap,Rec,-,.,Failed,0.0000,0.6143,MISS
2025-10-28 08:43:49,chonvn.com,Rec,192.41.162.30,chonvn.com,Empty Response,0.2301,0.2376,HIT
2025-10-28 08:43:49,chonvn.com,Rec,-,chonvn.com,Failed,0.0000,0.2520,HIT
2025-10-28 08:43:49,eugenbotnar.com,Rec,192.41.162.30,eugenbotnar.com,Empty Response,0.2390,0.2451,HIT
2025-10-28 08:43:49,eugenbotnar.com,Rec,-,eugenbotnar.com,Failed,0.0000,0.2569,HIT
2025-10-28 08:43:49,phi-pe.com,Rec,192.41.162.30,phi-pe.com,Empty Response,0.1502,0.1579,HIT
2025-10-28 08:43:49,phi-pe.com,Rec,-,phi-pe.com,Failed,0.0000,0.1651,HIT
2025-10-28 08:43:50,chuamatsua.com,Rec,192.41.162.30,chuamatsua.com,Referral,0.1581,0.1855,HIT
2025-10-28 08:43:50,chuamatsua.com,Rec,108.162.194.195,chuamatsua.com,Empty Response,0.0508,0.2464,HIT
2025-10-28 08:43:50,chuamatsua.com,Rec,-,chuamatsua.com,Failed,0.0000,0.2550,HIT
2025-10-28 08:43:50,pictures-thailand.com,Rec,192.41.162.30,pictures-thailand.com,Referral,0.2022,0.2187,HIT
2025-10-28 08:43:50,pictures-thailand.com,Rec,66.96.142.111,pictures-thailand.com,Answer,0.2797,0.5140,HIT
2025-10-28 08:43:51,2brightsparks.co.uk,Rec,213.248.216.1,2brightsparks.co.uk,Referral(NoGlue),0.2661,0.2830,HIT
2025-10-28 08:43:51,2brightsparks.co.uk,Rec,-,2brightsparks.co.uk,Failed,0.0000,0.2908,HIT
2025-10-28 08:43:51,astrumonline.ru,Rec,193.232.128.6,astrumonline.ru,Referral(NoGlue),0.3132,0.3279,HIT
2025-10-28 08:43:51,astrumonline.ru,Rec,-,astrumonline.ru,Failed,0.0000,0.3360,HIT
2025-10-28 08:43:52,blueridgelife.com,Rec,192.41.162.30,blueridgelife.com,Referral,0.1700,0.1822,HIT
2025-10-28 08:43:52,blueridgelife.com,Rec,2603:5:21b0::8,blueridgelife.com,No Response,0.0027,0.1957,HIT
2025-10-28 08:43:52,blueridgelife.com,Rec,-,blueridgelife.com,Failed,0.0000,0.2041,HIT
2025-10-28 08:43:52,mwzip.com,Rec,192.41.162.30,mwzip.com,Referral,0.1554,0.1906,HIT
2025-10-28 08:43:52,mwzip.com,Rec,108.162.193.160,mwzip.com,Answer,0.0484,0.2547,HIT
2025-10-28 08:43:52,gusbi.com,Rec,192.41.162.30,gusbi.com,Referral,0.2244,0.2378,HIT
2025-10-28 08:43:53,gusbi.com,Rec,141.95.229.94,gusbi.com,Answer,0.1838,0.4394,HIT
2025-10-28 08:43:53,simternet.com,Rec,192.41.162.30,simternet.com,Referral,0.1575,0.1693,HIT
2025-10-28 08:43:53,simternet.com,Rec,2603:5:2142::15,simternet.com,No Response,0.0020,0.1963,HIT
2025-10-28 08:43:53,simternet.com,Rec,-,simternet.com,Failed,0.0000,0.2033,HIT
2025-10-28 08:43:53,khsm.ru,Rec,193.232.128.6,khsm.ru,Referral(NoGlue),0.2346,0.2475,HIT
2025-10-28 08:43:53,khsm.ru,Rec,-,khsm.ru,Failed,0.0000,0.2585,HIT
2025-10-28 08:43:54,livelinks.com,Rec,192.41.162.30,livelinks.com,Referral,0.1672,0.1800,HIT
2025-10-28 08:43:54,livelinks.com,Rec,205.251.193.112,livelinks.com,Answer,0.0424,0.2409,HIT
2025-10-28 08:43:54,jantv.in,Rec,198.41.0.4,.,Referral,0.2067,0.2325,MISS
2025-10-28 08:43:54,jantv.in,Rec,64.78.205.1,in,Referral,0.0389,0.2889,MISS
2025-10-28 08:43:54,jantv.in,Rec,108.162.194.195,jantv.in,Answer,0.0510,0.3579,MISS
2025-10-28 08:43:54,hornil.com,Rec,192.41.162.30,hornil.com,Referral,0.1549,0.1786,HIT
2025-10-28 08:43:55,hornil.com,Rec,1.226.85.4,hornil.com,Answer,0.2260,0.4239,HIT
2025-10-28 08:43:55,7dfps.com,Rec,192.41.162.30,7dfps.com,Referral,0.1589,0.1961,HIT
2025-10-28 08:43:55,7dfps.com,Rec,108.162.194.152,7dfps.com,Answer,0.0537,0.2644,HIT
2025-10-28 08:43:56,luckypuppygames.com,Rec,192.41.162.30,luckypuppygames.com,Referral,0.2586,0.3050,HIT
2025-10-28 08:43:56,luckypuppygames.com,Rec,185.67.45.231,luckypuppygames.com,Answer,0.2535,0.5787,HIT
2025-10-28 08:43:56,b-matrix.com,Rec,192.41.162.30,b-matrix.com,Referral,0.1473,0.1595,HIT
2025-10-28 08:43:56,b-matrix.com,Rec,2603:5:21b2::1c,b-matrix.com,No Response,0.0027,0.1770,HIT
2025-10-28 08:43:56,b-matrix.com,Rec,-,b-matrix.com,Failed,0.0000,0.1865,HIT
2025-10-28 08:43:57,coutureauchocolat.com,Rec,192.41.162.30,coutureauchocolat.com,Empty Response,0.2313,0.2435,HIT
2025-10-28 08:43:57,coutureauchocolat.com,Rec,-,coutureauchocolat.com,Failed,0.0000,0.2548,HIT
2025-10-28 08:43:57,afresnohomeinspector.com,Rec,192.41.162.30,afresnohomeinspector.com,Referral(NoGlue),0.2561,0.2651,HIT
2025-10-28 08:43:57,afresnohomeinspector.com,Rec,-,afresnohomeinspector.com,Failed,0.0000,0.2769,HIT
2025-10-28 08:43:57,pieceinch.com,Rec,192.41.162.30,pieceinch.com,Referral,0.2456,0.2659,HIT
2025-10-28 08:43:57,pieceinch.com,Rec,108.162.194.39,pieceinch.com,Answer,0.0508,0.3318,HIT
2025-10-28 08:43:58,australiatradenow.com,Rec,192.41.162.30,australiatradenow.com,Referral,0.1805,0.1951,HIT
2025-10-28 08:43:58,australiatradenow.com,Rec,205.251.192.250,australiatradenow.com,Answer,0.0422,0.2593,HIT
2025-10-28 08:43:58,diamondknot.com,Rec,192.41.162.30,diamondknot.com,Referral,0.1859,0.1988,HIT
2025-10-28 08:43:58,diamondknot.com,Rec,2603:5:2161::d,diamondknot.com,No Response,0.0025,0.2184,HIT
2025-10-28 08:43:58,diamondknot.com,Rec,-,diamondknot.com,Failed,0.0000,0.2282,HIT
2025-10-28 08:43:59,amorefieldlife.com,Rec,192.41.162.30,amorefieldlife.com,Referral,0.2470,0.2586,HIT
2025-10-28 08:43:59,amorefieldlife.com,Rec,162.159.24.80,amorefieldlife.com,Answer,0.0487,0.3264,HIT
2025-10-28 08:43:59,sheltercoveinn.com,Rec,192.41.162.30,sheltercoveinn.com,Referral,0.1481,0.1907,HIT
2025-10-28 08:43:59,sheltercoveinn.com,Rec,2604:4000:2800:2000:64:98:148:137,sheltercoveinn.com,No Response,0.0021,0.2029,HIT
2025-10-28 08:43:59,sheltercoveinn.com,Rec,-,sheltercoveinn.com,Failed,0.0000,0.2094,HIT
2025-10-28 08:43:59,wrestlingfanssuck.com,Rec,192.41.162.30,wrestlingfanssuck.com,Referral,0.1616,0.1769,HIT
2025-10-28 08:43:59,wrestlingfanssuck.com,Rec,2a00:6d42:3:2096::f:1,wrestlingfanssuck.com,No Response,0.0021,0.1899,HIT
2025-10-28 08:43:59,wrestlingfanssuck.com,Rec,-,wrestlingfanssuck.com,Failed,0.0000,0.1991,HIT
2025-10-28 08:44:00,sdccdonline.net,Rec,192.55.83.30,sdccdonline.net,Referral,0.1643,0.1818,HIT
2025-10-28 08:44:03,sdccdonline.net,Rec,130.150.102.20,sdccdonline.net,No Response,3.0123,3.2015,HIT
2025-10-28 08:44:03,sdccdonline.net,Rec,-,sdccdonline.net,Failed,0.0000,3.2153,HIT
2025-10-28 08:44:03,autofirenze.biz,Rec,198.41.0.4,.,Referral,0.1866,0.2216,MISS
2025-10-28 08:44:03,autofirenze.biz,Rec,156.154.125.65,biz,Referral(NoGlue),0.0569,0.2997,MISS
2025-10-28 08:44:03,autofirenze.biz,Rec,-,biz,Failed,0.0000,0.3112,MISS
2025-10-28 08:44:04,house-sg.com,Rec,192.41.162.30,house-sg.com,Referral(NoGlue),0.2482,0.2584,HIT
2025-10-28 08:44:04,house-sg.com,Rec,-,house-sg.com,Failed,0.0000,0.2679,HIT
2025-10-28 08:44:04,camcard.com,Rec,192.41.162.30,camcard.com,Referral,0.1661,0.1823,HIT
2025-10-28 08:44:04,camcard.com,Rec,205.251.192.48,camcard.com,Answer,0.0409,0.2447,HIT
2025-10-28 08:44:04,ppsuika.ac.id,Rec,198.41.0.4,.,Referral,0.1783,0.2034,MISS
2025-10-28 08:44:04,ppsuika.ac.id,Rec,202.12.31.53,id,Referral(NoGlue),0.1920,0.4309,MISS
2025-10-28 08:44:04,ppsuika.ac.id,Rec,-,id,Failed,0.0000,0.4428,MISS
2025-10-28 08:44:05,healthnews4you.com,Rec,192.41.162.30,healthnews4you.com,Referral,0.1521,0.1751,HIT
2025-10-28 08:44:05,healthnews4you.com,Rec,173.201.70.43,healthnews4you.com,Answer,0.2503,0.4424,HIT
2025-10-28 08:44:05,stunninggirls.net,Rec,192.55.83.30,stunninggirls.net,Referral(NoGlue),0.1591,0.1769,HIT
2025-10-28 08:44:05,stunninggirls.net,Rec,-,stunninggirls.net,Failed,0.0000,0.1884,HIT
2025-10-28 08:44:06,kathihill.com,Rec,192.41.162.30,kathihill.com,Referral,0.1449,0.1610,HIT
